model,lead,fold,evaluation_window,metric,value,ci_lower,ci_upper,std,n_replicates
rf,3,pooled,all_months,msss_vs_persistence,0.4534917012863122,0.3695147167261231,0.5185410398609339,0.036963390421053094,1000
xgboost,3,pooled,all_months,mae,0.8550625454683823,0.8017859630134069,0.9070889476268815,0.028205864100956216,1000
xgboost,3,pooled,all_months,rmse,1.03931265281498,0.9749182306950122,1.1011282626266063,0.032753389470297045,1000
xgboost,3,pooled,all_months,pearson_r,-0.0276175691804506,-0.11225006434736913,0.06022887565691845,0.045541974718041604,1000
xgboost,3,pooled,all_months,acc,0.020139185340533026,-0.06507854279020034,0.10765225695374077,0.04566182967379173,1000
xgboost,3,pooled,all_months,msss_vs_climatology,-0.09963938973913278,-0.18802517179684838,-0.020955645854270885,0.04339310185897401,1000
xgboost,3,pooled,all_months,msss_vs_persistence,0.3811263501867347,0.2801367357057482,0.4676014789352114,0.04709253165026116,1000
climatology,6,pooled,winter_only,mae,0.8665292185352161,0.782229359296195,0.9517107225945807,0.04557165768565059,1000
climatology,6,pooled,winter_only,rmse,1.0342465068365079,0.9353979886600751,1.1232277090892717,0.050559230983232645,1000
climatology,6,pooled,winter_only,pearson_r,-0.19598655099507167,-0.3065603505227852,-0.09860890623738587,0.05441089201986372,1000
climatology,6,pooled,winter_only,acc,,,,,1000
climatology,6,pooled,winter_only,msss_vs_climatology,0.0,0.0,0.0,0.0,1000
climatology,6,pooled,winter_only,msss_vs_persistence,0.3322416458646712,0.1292416606660559,0.4875199981421481,0.09568378854829143,1000
persistence,6,pooled,winter_only,mae,1.0015678693944006,0.8753279455027084,1.1363377891463657,0.06449396198838428,1000
persistence,6,pooled,winter_only,rmse,1.265652256356877,1.1240453597773228,1.4096198906400468,0.07100496170235966,1000
persistence,6,pooled,winter_only,pearson_r,0.13600711395221815,-0.07997645500106704,0.32711658508626407,0.10416285535427786,1000
persistence,6,pooled,winter_only,acc,0.14739004206455533,-0.07021561699344472,0.3333300761893248,0.10265265295124529,1000
persistence,6,pooled,winter_only,msss_vs_climatology,-0.49754771888235894,-0.9512958140841073,-0.14842502970627983,0.2167641004533319,1000
persistence,6,pooled,winter_only,msss_vs_persistence,0.0,0.0,0.0,0.0,1000
ar,6,pooled,winter_only,mae,0.8477370000544738,0.7671165389092076,0.9300490147206348,0.043816760305239025,1000
ar,6,pooled,winter_only,rmse,1.0125582079504554,0.9198623786059884,1.099204545003117,0.048747329403535766,1000
ar,6,pooled,winter_only,pearson_r,0.042182834439397916,-0.14421900335110602,0.21563659336392865,0.09378739388297716,1000
ar,6,pooled,winter_only,acc,0.27975810535509193,0.1845426310954838,0.3639888156204225,0.046663505217677134,1000
ar,6,pooled,winter_only,msss_vs_climatology,0.04150054239760226,0.02631280086556782,0.05557126877949427,0.0077503568994230195,1000
