model,lead,fold,evaluation_window,metric,value,ci_lower,ci_upper,std,n_replicates
persistence,1,4,winter_only,pearson_r,0.6827894725795498,0.5046516792141287,0.8122245300799384,0.07649454575287463,1000
persistence,1,4,winter_only,acc,0.6843018023514136,0.5103008210175403,0.8133873996671518,0.07575738284196355,1000
persistence,1,4,winter_only,msss_vs_climatology,0.4988262523658631,0.061048727903884055,0.7277021893999724,0.17378983599105702,1000
persistence,1,4,winter_only,msss_vs_persistence,0.0,0.0,0.0,0.0,1000
lstm,1,4,winter_only,mae,0.4124703505894621,0.3652520151982156,0.4624862643520919,0.026076672056272624,1000
lstm,1,4,winter_only,rmse,0.5120093401779585,0.4604142894173647,0.559960595382561,0.0259023032591055,1000
lstm,1,4,winter_only,pearson_r,0.8347853391904811,0.7492855832271688,0.8808203677132125,0.0343683361230735,1000
lstm,1,4,winter_only,acc,0.8363310370944133,0.7508912417509659,0.881860005054849,0.03394607667744989,1000
lstm,1,4,winter_only,msss_vs_climatology,0.7733527333725125,0.5635339475613214,0.8644494284877416,0.07799870181955382,1000
lstm,1,4,winter_only,msss_vs_persistence,0.5477670813816393,0.2504321100057419,0.702673799550587,0.11817535316183435,1000
climatology,1,4,all_months,mae,0.8548722470231404,0.7621259102797766,0.9466176434668614,0.04636704067081547,1000
climatology,1,4,all_months,rmse,1.0114156046340512,0.9075330512737879,1.1039239308490383,0.04960175253630355,1000
climatology,1,4,all_months,pearson_r,-0.31252757010499993,-0.4722336701577078,-0.16469542586458014,0.07812113495116213,1000
climatology,1,4,all_months,acc,,,,,1000
climatology,1,4,all_months,msss_vs_climatology,0.0,0.0,0.0,0.0,1000
climatology,1,4,all_months,msss_vs_persistence,-0.893198335573193,-1.322372713476311,-0.4989492717577957,0.20737368200905887,1000
persistence,1,4,all_months,mae,0.5627779600277368,0.5150271848181752,0.6159010801032345,0.02432768741634737,1000
persistence,1,4,all_months,rmse,0.7350748989311308,0.6765564539770887,0.7943313461566922,0.029300840801041318,1000
persistence,1,4,all_months,pearson_r,0.7053458950249976,0.6086222376745385,0.7608722042146856,0.03895005729315408,1000
persistence,1,4,all_months,acc,0.7141781722416833,0.6196780740075303,0.7689890148773214,0.03772788491212159,1000
persistence,1,4,all_months,msss_vs_climatology,0.47179332391646345,0.3328660107812969,0.5694057896431742,0.05934727166483505,1000
persistence,1,4,all_months,msss_vs_persistence,0.0,0.0,0.0,0.0,1000
lstm,1,4,all_months,mae,0.5285794521341507,0.4872281784330588,0.5721882807041822,0.02195166692914847,1000
lstm,1,4,all_months,rmse,0.6706727961890542,0.6143922420391911,0.7298237518897713,0.028824272949406492,1000
lstm,1,4,all_months,pearson_r,0.7210483469030332,0.5959614106038368,0.7962081677444665,0.05041520504615777,1000
lstm,1,4,all_months,acc,0.7307562620981175,0.6106185755191175,0.8039878358145813,0.048939820528505124,1000
lstm,1,4,all_months,msss_vs_climatology,0.5602943136914791,0.39823224687373465,0.6617593288656812,0.06653557236455894,1000
lstm,1,4,all_months,msss_vs_persistence,0.16754992653863976,-0.019443210642344513,0.31844911505688056,0.08347294922093726,1000
climatology,1,5,winter_only,mae,0.9232129910121837,0.7781349838748636,1.1001159177007502,0.08417394872731031,1000
climatology,1,5,winter_only,rmse,1.072334608490836,0.9098956334096872,1.2558677548795005,0.09118924453037267,1000
climatology,1,5,winter_only,pearson_r,-0.5379115495118773,-0.6735448602744508,-0.43287738972566314,0.06069173042969665,1000
climatology,1,5,winter_only,acc,,,,,1000
climatology,1,5,winter_only,msss_vs_climatology,0.0,0.0,0.0,0.0,1000
climatology,1,5,winter_only,msss_vs_persistence,-1.9755654974644492,-3.8220760073153657,-0.8461178000316087,0.7314441432965731,1000
persistence,1,5,winter_only,mae,0.48070999139027126,0.3971000179024383,0.5739846141574505,0.046080025361338435,1000
persistence,1,5,winter_only,rmse,0.6216494667839196,0.5260829351265005,0.7206067058039337,0.050566529304720824,1000
persistence,1,5,winter_only,pearson_r,0.6913423027472687,0.5120666715443669,0.8184410660885906,0.0770058200392421,1000
persistence,1,5,winter_only,acc,0.7053643314782205,0.5352071975348808,0.8271418191939006,0.0737849141511265,1000
persistence,1,5,winter_only,msss_vs_climatology,0.6639294275820431,0.4583224129620732,0.7926203858130999,0.08478176811085081,1000
persistence,1,5,winter_only,msss_vs_persistence,0.0,0.0,0.0,0.0,1000
lstm,1,5,winter_only,mae,0.4456668013072704,0.3944081820772466,0.5002967958090173,0.02695210714964256,1000
lstm,1,5,winter_only,rmse,0.5422386029606913,0.48244848828034387,0.6007351923982123,0.029835732713913817,1000
lstm,1,5,winter_only,pearson_r,0.7500737915640662,0.6114389787244494,0.8489877685295656,0.05996246492199433,1000
lstm,1,5,winter_only,acc,0.7618544048125439,0.6329027629785919,0.8569195309602846,0.05730539473664077,1000
lstm,1,5,winter_only,msss_vs_climatology,0.7443061868104284,0.5894650146493007,0.8451485503561196,0.06532768264423812,1000
lstm,1,5,winter_only,msss_vs_persistence,0.23916631155799006,-0.05313475970486051,0.44638757989161143,0.13383220259927403,1000
climatology,1,5,all_months,mae,0.8038277903540584,0.702421091257894,0.9080525565534353,0.05155379301265934,1000
climatology,1,5,all_months,rmse,0.9602630915737977,0.8441960820689179,1.0714581327275472,0.057119979041245106,1000
climatology,1,5,all_months,pearson_r,-0.39129191552074155,-0.49843093234586494,-0.26577884012419417,0.06023654375216479,1000
climatology,1,5,all_months,acc,,,,,1000
climatology,1,5,all_months,msss_vs_climatology,0.0,0.0,0.0,0.0,1000
climatology,1,5,all_months,msss_vs_persistence,-0.9961356642939458,-1.6440200039398662,-0.4683599955304518,0.29444154920258775,1000
persistence,1,5,all_months,mae,0.5322347224063192,0.47725726995267687,0.5906529697002084,0.02898764948874741,1000
persistence,1,5,all_months,rmse,0.6796654751447829,0.6219683449097154,0.7362677201749284,0.02919314210397755,1000
persistence,1,5,all_months,pearson_r,0.6052255060271765,0.5011520348451552,0.6714066972610018,0.04316948539602035,1000
persistence,1,5,all_months,acc,0.6180961376172049,0.5144896372056476,0.6836162108581778,0.04280407496251932,1000
persistence,1,5,all_months,msss_vs_climatology,0.49903204582354355,0.31896807656948756,0.6217880099338469,0.07553001694356096,1000
persistence,1,5,all_months,msss_vs_persistence,0.0,0.0,0.0,0.0,1000
lstm,1,5,all_months,mae,0.5439734450024092,0.4574428244831201,0.6450594091478119,0.04987080384441254,1000
lstm,1,5,all_months,rmse,0.713491156174223,0.5854182570610776,0.8457573323851948,0.06881589363307715,1000
lstm,1,5,all_months,pearson_r,0.5921646508170455,0.5154749710535634,0.6784498986069128,0.04320464104545969,1000
lstm,1,5,all_months,acc,0.605279757373791,0.5276452387582959,0.6909872406021033,0.04359072406305346,1000
lstm,1,5,all_months,msss_vs_climatology,0.44792673638864067,0.2251891494158921,0.6117750267988947,0.1013523780817781,1000
lstm,1,5,all_months,msss_vs_persistence,-0.1020131307977874,-0.4931076561562077,0.2330445472167259,0.18397507859021234,1000
climatology,3,pooled,winter_only,mae,0.8357316104909523,0.7462387384977993,0.9210062055907958,0.04461202272593945,1000
climatology,3,pooled,winter_only,rmse,1.0029292270555858,0.9062229314637231,1.0926902777293164,0.046868771096103275,1000
climatology,3,pooled,winter_only,pearson_r,-0.0902678983976202,-0.22573301080248154,0.03214003373036366,0.06575647088139441,1000
climatology,3,pooled,winter_only,acc,,,,,1000
climatology,3,pooled,winter_only,msss_vs_climatology,0.0,0.0,0.0,0.0,1000
climatology,3,pooled,winter_only,msss_vs_persistence,0.4235334469832297,0.28798379077867786,0.5327496423076314,0.06442917473405284,1000
persistence,3,pooled,winter_only,mae,1.0772345022650518,0.9522308434212361,1.1927734194107247,0.05987493627806883,1000
persistence,3,pooled,winter_only,rmse,1.320940422692585,1.1814081111710102,1.4484282848004437,0.06704122303570496,1000
persistence,3,pooled,winter_only,pearson_r,0.018066305349920514,-0.1556316008081695,0.19025380355517535,0.08576398058972091,1000
