fold,lead,model,best_params,best_val_score,best_iteration,n_features_total,n_features_retained,K_eff,boundary_gap,search_duration_s,fit_duration_s,n_trials
5,1,ols,{},,,61,61,9,12,0.0,0.49963808059692383,0
5,1,ridge,"{""alpha"": 1000.0}",-0.3367504085348762,,61,61,9,12,5.808151006698608,6.273854970932007,13
5,1,lasso,"{""alpha"": 0.00316}",-0.3318991478324141,,61,36,9,12,18.479685068130493,19.396339893341064,9
5,1,elasticnet,"{""alpha"": 0.01, ""l1_ratio"": 0.5}",-0.3300082337648151,,61,32,9,12,80.10267186164856,80.82760000228882,30
5,1,rf,"{""n_estimators"": 200, ""max_depth"": 8, ""min_samples_leaf"": 20, ""max_features"": 0.3}",-0.39744044670549844,,61,61,9,12,164.49033904075623,169.59547400474548,40
5,1,xgboost,"{""max_depth"": 4, ""learning_rate"": 0.1, ""subsample"": 0.4, ""colsample_bytree"": 0.8, ""reg_lambda"": 100.0, ""min_child_weight"": 50}",-0.3148130636432449,150.0,61,61,9,12,40.65569305419922,41.46515488624573,40
1,3,climatology,{},,,0,0,4,9,0.0,0.02069401741027832,0
1,3,persistence,"{""spei3_column"": ""spei3""}",,,0,0,4,9,0.0,2.8133392333984375e-05,0
1,3,ar,"{""p"": 3, ""alpha"": 1.0}",,,3,3,4,9,0.0,0.04724693298339844,0
1,3,ols,{},,,57,57,4,9,0.0,0.3280932903289795,0
1,3,ridge,"{""alpha"": 1000.0}",-1.297862292212334,,57,57,4,9,3.8470098972320557,4.142226934432983,13
1,3,lasso,"{""alpha"": 0.1}",-1.213461412865766,,57,0,4,9,22.10278606414795,22.407750129699707,9
1,3,elasticnet,"{""alpha"": 1.0, ""l1_ratio"": 0.1}",-1.213461412865766,,57,0,4,9,82.03961873054504,82.34189987182617,30
1,3,rf,"{""n_estimators"": 500, ""max_depth"": 3, ""min_samples_leaf"": 50, ""max_features"": ""log2""}",-1.2289998010390846,,57,57,4,9,68.16175484657288,69.49084806442261,40
1,3,xgboost,"{""max_depth"": 2, ""learning_rate"": 0.1, ""subsample"": 0.4, ""colsample_bytree"": 0.4, ""reg_lambda"": 1.0, ""min_child_weight"": 50}",-1.2044979228513324,0.0,57,57,4,9,19.29969096183777,23.0497829914093,40
2,3,climatology,{},,,0,0,4,9,0.0,0.009813070297241211,0
2,3,persistence,"{""spei3_column"": ""spei3""}",,,0,0,4,9,0.0,1.3113021850585938e-05,0
2,3,ar,"{""p"": 3, ""alpha"": 1.0}",,,3,3,4,9,0.0,0.04888486862182617,0
2,3,ols,{},,,59,59,4,9,0.0,0.37508082389831543,0
2,3,ridge,"{""alpha"": 1000.0}",-0.6468773688009724,,59,59,4,9,4.305140972137451,4.625256061553955,13
2,3,lasso,"{""alpha"": 0.01}",-0.6270519246595089,,59,21,4,9,39.781651973724365,40.74337601661682,9
2,3,elasticnet,"{""alpha"": 0.1, ""l1_ratio"": 0.05}",-0.6285870940714454,,59,41,4,9,142.2214710712433,143.51314210891724,30
